amazon_id,album_mbid,MSD_track_id,recording_mbid,artist_mbid,genres
B0000564CN,d825b1ab-e260-3eb7-b486-5cb58ba0391f,TRMGVAL12903CBFC45,7e0fe793-7b20-49d5-88ad-cd19051fc5e7,570938b4-8fe5-44f9-ab43-9438feb03c6f,R&B
B0000564CN,d825b1ab-e260-3eb7-b486-5cb58ba0391f,TRPSOJC128F930836F,3604d42f-5f82-494c-80cb-4082e0218af5,570938b4-8fe5-44f9-ab43-9438feb03c6f,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRNLZDY128F92FFBA6,259930ca-8e3c-42c8-93f1-b6656c9c9c77,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRLECWP128F92FFBA4,c4ef2071-d6ae-40dd-baaa-b175322b76bb,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRSFVVO128F92FFBA3,8346a838-6d5d-4157-be99-bfe17a7f77a4,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRQXBXC128F930D150,c38c89b5-36c9-4635-a266-1bd7741dede3,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRRIUAY128F92FFBA9,69ff9151-3ded-4d30-aedd-16e9817be995,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TREOLMA128F92FFBA0,31da198b-48f3-4911-88cc-e994e419f472,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00008CH90,47742269-fb1e-3fc0-a3c2-943f6095563d,TRWFTIE128F92FFB9E,825fd24f-1a0d-4eb2-8502-4bb7b0d6daf6,e2d38070-361c-43f2-bca3-d08c54222761,R&B
B00014TJ52,a48b6911-9bd9-4711-a6c3-bdfb5a8c7a5f,TRNONQN12903CFE927,228ca23b-e8a3-4a1f-b3c0-6cab083b029c,89ad4ac3-39f7-470e-963a-56509c546377,Dance & Electronic
B00014TJ52,a48b6911-9bd9-4711-a6c3-bdfb5a8c7a5f,TRIHPYB128EF342E4F,a384fc5f-42d5-4966-a04c-090010787175,89ad4ac3-39f7-470e-963a-56509c546377,Dance & Electronic
B00014TJ52,a48b6911-9bd9-4711-a6c3-bdfb5a8c7a5f,TRBHSOK12903CB5E46,5ef8d24e-e4ed-4887-b3fa-f5a479eb0145,89ad4ac3-39f7-470e-963a-56509c546377,Dance & Electronic
B00014TJ52,a48b6911-9bd9-4711-a6c3-bdfb5a8c7a5f,TRRYLIL128F9355828,51f9f201-d6a4-4698-8c7c-8523416282d5,89ad4ac3-39f7-470e-963a-56509c546377,Dance & Electronic
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRYGRJU128EF36589B,8c24a871-e5d4-45bf-bed4-f7c20c0e36ee,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRGTHWW128EF365895,65660c47-9a0a-4410-8650-b4883ef5c7c3,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRXNDEL128EF36589D,ee09f16c-e15d-46c9-90f3-6e6e0a5f4c06,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRAFZKY128EF36588B,e636048d-0a33-4944-8faa-906e64e7e583,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRMVHYK128EF365899,025ce45b-707a-430f-a6fb-77eeedd1b370,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TROCSTL128EF365898,a14e117d-cde4-4e8e-9fe3-68f676056098,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRHCYOA128EF36588D,b0ff17f7-ced6-4490-a08c-2f5a65ff2f05,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TROGCQS128EF36588C,8c87d753-ad2a-42cc-a7de-947a19782546,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRGZTZN128EF36588F,3b718590-3fc0-4ebb-b26b-63bb52f8e7c5,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRRFPOP128EF365896,d309a513-4110-40e5-888f-c03cd0cb7af7,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRTOUSA128EF365891,871b2dd0-4a12-4083-87ec-b4c04c23ff7b,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRTSISY128EF36589C,28c1a079-35cb-4ae8-b36a-74bdd5aabb2c,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRIGIFU128EF365897,67c66882-c8a4-44b9-b58d-96882ecfef12,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRZBYDM128EF36589A,9f08d98c-863b-4456-bcac-88edd8e5a478,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRPQUVB128EF365890,09ce209e-039f-4077-b008-a91fa5bcb59a,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B004JHZA50,eff605c0-8fad-3340-bf3f-235f0c1922b2,TRGSVMX128EF3658A0,10653a8d-56e5-48ce-a0b8-16b9bfc8771a,c4c0397c-0599-45e0-8de8-536807f21d3d,Rap & Hip-Hop
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TREUOMB128F4278423,12d65226-5612-41f0-859b-75ca50be09eb,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRFDPYG128F4278422,63ea68a9-c41d-46da-ba71-8cc0a6715a68,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRSHKHB128F4278412,58dd3d35-e615-4ef7-8ef4-f825ca538bcd,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRVGZQL128F427841B,c11731c3-3bca-43cb-a14c-dc1539dbe0c8,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRJDPNU128F427841C,6f235fd0-daf1-41ea-8e1c-af53b02f1b3d,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRIYGXD128F427D965,c856d080-ce65-4e03-939c-c7eedaf3eda0,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRWVGRP128F4278429,2b49f283-409c-4fad-82c6-0f3728e114a1,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TROHVGE128F4278418,e8de359c-280b-4f4a-8daa-3bd9844d0e43,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRGADOL128F4278425,2d911ba3-cd8c-41fe-8c6e-003a471ab428,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRBHABK128F92F2A3D,f7a8da09-dd4b-4b71-90ef-b611cd5cdef0,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TREDTLZ128F427840F,ccceaf17-d600-42c6-9ad3-cebafdaec2a0,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRXIXXN128F427D963,2f503213-a1e2-4cd4-bd32-6ff1dbd96640,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRXCLJE128F4278414,fd17bc7c-1c86-4767-8706-84cbb9d45924,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRPCWKQ128F427842C,016240da-521f-46cb-91d1-9a43a83d9c4e,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B00005MES2,08188cc8-7c7c-4f62-a9b1-d73899a7a609,TRTJXUG128F427841F,3078dae3-2312-4a59-916e-2bfcd41173dc,9a4c746f-8ae7-47a1-8292-937ec6792e7a,Alternative Rock
B000006Y07,be0e4b56-60ec-351b-b28b-d85ff5756458,TRONRYM128F425B4FD,faaeee15-7337-4fdb-b31e-31faca720c48,77d21c13-846f-4f48-9546-873949eff6ae,Alternative Rock
B000006Y07,be0e4b56-60ec-351b-b28b-d85ff5756458,TRQKLIU12903CCDBE2,bc9fc6b3-2dfc-4556-8631-2fa3914bbb66,77d21c13-846f-4f48-9546-873949eff6ae,Alternative Rock
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRVHUEU128F42A8052,30f7c5c0-c4ef-4ff3-be35-4d5930d4da13,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRJGMBW128F42A8046,8baebcf6-1524-4843-bb42-ac131f959820,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRSAVFF128F42A8066,3ce8c343-b205-4935-9b3d-58ee3e024b9a,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRRJLOG128F42A79F3,9f3be5fa-3af0-4a05-9a5f-1d7bc52f7791,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRPFQMZ128F42A805A,2adc281f-ef3a-49cc-bc34-e139b3101266,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRYDFKI128F42A806B,4f206393-9130-4d49-b61a-831e107f1e13,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B00004S76D,08f266ce-7ce7-397c-bbf9-928190cce0f6,TRPCNCJ128F42A807D,58700dc4-0bdb-4a55-b8aa-09ae6f8758a2,f8dff62b-2cc1-4ce9-8def-05a45421f3fe,Latin Music
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRIJPKV128F93010E6,e9cfaa47-d0ed-4ccd-a1a4-bd1b39af7dbc,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRFSVQP128F9300FBE,560f3cf6-2c26-4b71-8884-3d0587467753,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRZHHIA128F9300F5A,a5d19676-b587-43fc-8840-eb9400519916,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRXJLAD128F9301108,facca5e3-21b8-4de9-a0a3-77598a9e8e02,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRLGUBJ128F9300FD7,491ceaa3-9e81-450f-81bd-18e852b07a1e,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRZVSJX128F930100F,18b35349-649f-474f-93f0-49d574b9c9cf,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRCZCGJ128F9300F6B,26f1140d-299f-4624-8f1c-4e0a04ca8557,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRIZFQJ128F9301065,d19caffe-585f-42a6-8c1d-5edf505810b5,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRJPDPS128F9300F7D,1086d9c7-ffff-43ec-8b7a-f9e051950bba,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TREFULB128F9301035,5050e173-2d37-47d4-a4ee-6b47c4e9116f,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRCPIBR128F9300FA3,18478282-ac94-44c1-b03f-4f5f556d177e,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRHOOIT128F93010FD,810cf5db-fa38-4b93-81f3-c18f85b3a05d,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRKOVVL128F9300F94,d165074b-b1f6-49c3-a81c-62b9043d2537,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRYIRZR128F9300FF5,3ab98ee5-cec0-490a-8820-12f6a3f4f143,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TRSZBGE128F9301082,859eab84-9ef9-4b4c-8a5c-8024871bdb93,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000X9YUFO,3d0db357-66b4-326b-997a-93ca29e7980e,TREHMYA128F9300F55,17ef4e0c-9d0c-479f-919c-8ef0cae4c961,330966e4-cac3-4e19-927e-0fcb14225547,Rock
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRZLAVU128F426F64C,03709853-f932-4e9e-9f75-10d30102d2d6,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRPRFIW128F426F638,46290cc0-42cb-467b-920c-d900b5c85577,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRXZBEI128F426F649,89203743-a240-4efc-b392-51ca0cb2cffe,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRAJTTS128F426F641,589fb880-c2b2-41ab-9225-14ae375a8579,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRQENSX128F426F63F,d9868afa-b4b6-4653-a23a-e7fdc441658d,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRKXNTZ128F426F64D,2b75070d-726e-49b8-8966-9ca295914af4,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRVCEPE128F426F63C,60adcbb8-d2b8-4f80-be43-ac3cb3c4c06d,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRVVOMA128F426F646,73982253-b4f6-4f20-b732-447ca104a1ed,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRHNENG128F426F643,41f917c9-3a6b-491b-b616-ef809ac243d0,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRQUQKG128F426F34B,82b511f1-9196-4cc4-b405-ea743547383a,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B000HKDD20,c1aaeced-2b23-3274-9329-e8cac93c28c5,TRZOJYX128F426F63E,44a82529-034a-42b6-b74f-08ff558a609c,5b3d1c89-c602-417e-a3f3-c3c9397d8ac8,Dance & Electronic
B001ASJIMC,df547827-27b5-41c7-907e-43b0ac75d56b,TRYMZRX128F9354CBC,7ee15f8c-49c2-46f8-a47e-c2c7616840df,681889d8-aa0e-434c-afd7-0f086269c3a2,Dance & Electronic
B003DXE4TO,b4ebf23e-545e-33bd-8260-9f4b8b040679,TRKVCVB12903CBFED3,9ccddcb3-5d69-4b9a-beed-3a5da533f6df,8597d90e-41d5-42c8-a52c-35391b4d0e04,Folk
B003DXE4TO,b4ebf23e-545e-33bd-8260-9f4b8b040679,TRZAMTU12903CBFEDA,d5dae16e-2b50-4588-9adf-9a68e772cf71,8597d90e-41d5-42c8-a52c-35391b4d0e04,Folk
B000006Y0X,6031027c-1ed0-44e9-84bd-b60989b3b6f8,TRCDZEM128F429758E,7c83a0cc-fec8-4d96-b17e-4d85b4a20a47,103f0d90-8de5-418b-b491-93470ad2e510,Latin Music
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRLFICO128F145F930,7dc4dd6f-24cd-46f9-9f82-10391b313f0e,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRQRIPT128F145F92A,5b42c63f-2bbe-4d8b-8be2-434ecafeff7f,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRKDBZN128F145F924,96cfc014-e2f9-4938-91d9-40e41993fc5f,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRDNMDF128F145F931,84811737-c0e6-4787-84eb-68aef18fd33e,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRCAMGB128F145F925,73470556-0f51-4842-b7c7-5dfcc2fc7f32,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRTPPLP128F145F927,61f46e72-c8e3-4db2-ba7f-d734164cd325,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRNNEZB128F145F92D,fe76b8cc-9865-4f85-848d-89788754c4b6,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TROBUCJ128F145F932,9f8a0e4f-6253-4299-9882-b925dc53f7ad,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TREIDEY128F145F92E,38fce8a7-9f82-4b29-81d8-b27511864372,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRBUIIM128F145F928,73db0088-0e6e-40e2-a558-9a250cb62be3,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000006Y0B,53d20052-0bce-3dbe-9942-249517931805,TRMWXYV128F145F933,fb3c27e7-c66a-488b-9a60-08a074967760,2fe24c3c-5768-484d-a64b-04983e99325a,Rock
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRYGQJW128F4267F24,620f3c9e-00f0-497b-9bce-2fe9161166ce,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRWHYXF128F4267F28,77d8fa03-470e-41a6-b217-c0a30587185c,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRCTZIO128F4267F18,a40adad3-cccf-4896-87e3-63c8d9ba3a5a,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRPZTMC128F4267F21,6ba1ce7b-8c09-4886-b1ba-9db1cc3f664a,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRCWYQE128F4267F31,e9bd77f3-bdc8-4836-a237-adddb603004d,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRPCCMY128F4267F23,0dcc0867-4ac8-41ca-9005-dcd7ed514cc8,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRDJMUA128F4267F20,1f843b82-035c-4e43-86c6-95acd10c8e0e,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRJLKEA128F4267F1D,36f3c5ee-9c13-44de-8803-8c074eac1cbb,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRLDZIO128F4267F33,4de38d8c-f784-4f0c-8618-cca0275d1e27,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
B000KF0PD2,843e1b8e-4a6a-3f48-8a60-7be4b328ebde,TRAPRLH128F4267F1E,5ea55354-ba3c-4f09-a74c-59a615f2cbc8,bba24968-a575-4b38-8c38-06f7ab6de8c8,Dance & Electronic
